Invoice_ID,Date,Time,Branch,Product,Category,Quantity,Unit Price,Cost Price,Revenue,Profit,Payment Mode,Customer Type,Employee
INV07692,2025-09-21,12:58,Indore,Hot Coffee,Coffee,3,40,22,120,54,Cash,New,Emp_19
INV07693,2025-06-23,15:40,Indore,Masala Milk,Milk,2,35,20,70,30,Cash,New,Emp_3
INV07694,2025-12-19,11:34,Nagpur,Rose Milk,Milk,5,45,28,225,85,UPI,Regular,Emp_13
INV07695,2025-11-08,13:37,Mumbai,Jaggery Tea,Tea,3,25,13,75,36,UPI,New,Emp_6
INV07696,2025-03-23,21:03,Indore,Black Tea,Tea,5,18,9,90,45,UPI,Regular,Emp_3
INV07697,2025-01-21,13:28,Indore,Bakarwadi,Snacks,6,30,16,180,84,UPI,Regular,Emp_14
INV07698,2025-03-20,12:29,Nashik,Regular Tea,Tea,3,15,8,45,21,UPI,Regular,Emp_8
INV07699,2025-04-26,16:30,Pune,Ginger Tea,Tea,1,20,10,20,10,UPI,Regular,Emp_15
INV07700,2025-06-30,21:18,Mumbai,Ginger Tea,Tea,1,20,10,20,10,Cash,Regular,Emp_9
INV07701,2025-01-17,10:26,Indore,Jaggery Tea,Tea,1,25,13,25,12,UPI,Regular,Emp_2
INV07702,2025-12-26,19:31,Indore,Ginger Tea,Tea,3,20,10,60,30,UPI,New,Emp_5
INV07703,2025-09-07,15:51,Pune,Black Tea,Tea,6,18,9,108,54,Cash,Regular,Emp_5
INV07704,2025-12-08,18:05,Mumbai,Bakarwadi,Snacks,6,30,16,180,84,Cash,New,Emp_6
INV07705,2025-02-11,21:29,Nashik,Hot Coffee,Coffee,6,40,22,240,108,UPI,New,Emp_6
INV07706,2025-03-24,09:50,Mumbai,Lemon Tea,Tea,5,22,11,110,55,Card,Regular,Emp_18
INV07707,2025-11-28,12:23,Nagpur,Rose Milk,Milk,6,45,28,270,102,UPI,Regular,Emp_18
INV07708,2025-04-27,21:47,Mumbai,Bakarwadi,Snacks,2,30,16,60,28,UPI,New,Emp_18
INV07709,2025-08-31,13:21,Nagpur,Lemon Tea,Tea,6,22,11,132,66,Cash,New,Emp_16
INV07710,2025-09-20,21:07,Indore,Cake,Snacks,6,35,20,210,90,UPI,New,Emp_8
INV07711,2025-10-07,19:48,Nagpur,Cake,Snacks,3,35,20,105,45,UPI,New,Emp_12
INV07712,2025-12-16,09:22,Indore,Cold Coffee,Coffee,1,60,35,60,25,UPI,Regular,Emp_19
INV07713,2025-06-20,09:49,Nashik,Lemon Tea,Tea,6,22,11,132,66,Card,New,Emp_13
INV07714,2025-06-09,21:40,Mumbai,Cake,Snacks,6,35,20,210,90,UPI,New,Emp_12
INV07715,2025-05-19,13:44,Indore,Ginger Tea,Tea,1,20,10,20,10,UPI,Regular,Emp_9
INV07716,2025-12-13,19:53,Indore,Jaggery Tea,Tea,1,25,13,25,12,UPI,New,Emp_2
INV07717,2025-08-17,17:54,Indore,Cake,Snacks,1,35,20,35,15,UPI,New,Emp_14
INV07718,2025-10-17,09:47,Indore,Black Tea,Tea,6,18,9,108,54,UPI,Regular,Emp_16
INV07719,2025-04-19,20:40,Mumbai,Black Tea,Tea,5,18,9,90,45,UPI,Regular,Emp_5
INV07720,2025-01-04,10:29,Nashik,Bakarwadi,Snacks,4,30,16,120,56,UPI,Regular,Emp_2
INV07721,2025-07-06,12:06,Nagpur,Black Tea,Tea,2,18,9,36,18,UPI,Regular,Emp_16
INV07722,2025-12-06,20:51,Pune,Cookies,Snacks,3,20,10,60,30,UPI,New,Emp_13
INV07723,2025-12-17,07:15,Pune,Cake,Snacks,4,35,20,140,60,UPI,Regular,Emp_16
INV07724,2025-02-01,14:49,Indore,Regular Tea,Tea,2,15,8,30,14,UPI,Regular,Emp_18
INV07725,2025-10-27,15:03,Mumbai,Rose Milk,Milk,4,45,28,180,68,Cash,Regular,Emp_10
INV07726,2025-09-13,18:49,Pune,Jaggery Tea,Tea,4,25,13,100,48,Cash,Regular,Emp_4
INV07727,2025-12-17,10:00,Indore,Lemon Tea,Tea,5,22,11,110,55,UPI,Regular,Emp_12
INV07728,2025-01-13,19:39,Mumbai,Hot Coffee,Coffee,4,40,22,160,72,Cash,Regular,Emp_13
INV07729,2025-04-12,20:51,Pune,Lemon Tea,Tea,5,22,11,110,55,UPI,Regular,Emp_3
INV07730,2025-09-05,20:23,Nagpur,Lemon Tea,Tea,1,22,11,22,11,UPI,New,Emp_19
INV07731,2025-12-22,18:13,Mumbai,Jaggery Tea,Tea,3,25,13,75,36,Card,Regular,Emp_2
INV07732,2025-01-11,20:43,Nashik,Lemon Tea,Tea,5,22,11,110,55,Card,New,Emp_16
INV07733,2025-11-02,07:05,Mumbai,Cold Coffee,Coffee,5,60,35,300,125,Cash,New,Emp_11
INV07734,2025-02-05,21:19,Indore,Ginger Tea,Tea,2,20,10,40,20,UPI,Regular,Emp_11
INV07735,2025-09-05,10:37,Mumbai,Rose Milk,Milk,6,45,28,270,102,UPI,New,Emp_8
INV07736,2025-12-09,07:23,Pune,Hot Coffee,Coffee,5,40,22,200,90,Card,New,Emp_13
INV07737,2025-01-18,17:20,Indore,Bakarwadi,Snacks,5,30,16,150,70,UPI,New,Emp_14
INV07738,2025-11-22,14:29,Nagpur,Hot Coffee,Coffee,4,40,22,160,72,Cash,New,Emp_16
INV07739,2025-12-07,17:05,Indore,Jaggery Tea,Tea,5,25,13,125,60,Card,Regular,Emp_8
INV07740,2025-12-05,13:47,Mumbai,Lemon Tea,Tea,5,22,11,110,55,UPI,Regular,Emp_16
INV07741,2025-08-21,21:10,Pune,Cake,Snacks,1,35,20,35,15,Card,Regular,Emp_20
INV07742,2025-01-24,11:54,Nagpur,Jaggery Tea,Tea,2,25,13,50,24,UPI,Regular,Emp_13
INV07743,2025-07-03,14:02,Mumbai,Ginger Tea,Tea,1,20,10,20,10,UPI,New,Emp_2
INV07744,2025-05-31,17:56,Nagpur,Cream Roll,Snacks,3,25,12,75,39,UPI,New,Emp_14
INV07745,2025-09-15,10:20,Nashik,Jaggery Tea,Tea,2,25,13,50,24,Cash,Regular,Emp_13
INV07746,2025-02-27,10:45,Mumbai,Ginger Tea,Tea,2,20,10,40,20,Card,New,Emp_6
INV07747,2025-07-24,20:19,Mumbai,Cold Coffee,Coffee,3,60,35,180,75,Cash,New,Emp_17
INV07748,2025-02-04,18:09,Indore,Ginger Tea,Tea,3,20,10,60,30,UPI,Regular,Emp_20
INV07749,2025-10-15,20:29,Nagpur,Cream Roll,Snacks,3,25,12,75,39,UPI,Regular,Emp_4
INV07750,2025-06-20,19:45,Nashik,Regular Tea,Tea,3,15,8,45,21,UPI,Regular,Emp_2
INV07751,2025-02-07,17:35,Pune,Rose Milk,Milk,3,45,28,135,51,UPI,New,Emp_1
INV07752,2025-09-18,11:40,Nagpur,Masala Milk,Milk,3,35,20,105,45,Card,New,Emp_13
INV07753,2025-02-20,21:55,Mumbai,Cake,Snacks,5,35,20,175,75,UPI,New,Emp_19
INV07754,2025-10-12,09:00,Indore,Ginger Tea,Tea,5,20,10,100,50,UPI,Regular,Emp_4
INV07755,2025-07-17,07:10,Indore,Cream Roll,Snacks,5,25,12,125,65,UPI,Regular,Emp_19
INV07756,2025-04-05,17:08,Pune,Ginger Tea,Tea,5,20,10,100,50,UPI,Regular,Emp_18
INV07757,2025-07-24,12:18,Pune,Jaggery Tea,Tea,3,25,13,75,36,UPI,Regular,Emp_6
INV07758,2025-09-08,12:59,Mumbai,Ginger Tea,Tea,6,20,10,120,60,UPI,New,Emp_1
INV07759,2025-01-05,13:10,Nashik,Cookies,Snacks,1,20,10,20,10,UPI,Regular,Emp_17
INV07760,2025-11-20,14:42,Indore,Black Tea,Tea,3,18,9,54,27,Cash,Regular,Emp_12
INV07761,2025-08-01,11:06,Pune,Ginger Tea,Tea,1,20,10,20,10,UPI,Regular,Emp_20
INV07762,2025-05-17,08:27,Nashik,Cold Coffee,Coffee,4,60,35,240,100,Card,Regular,Emp_19
INV07763,2025-08-29,21:17,Indore,Hot Coffee,Coffee,4,40,22,160,72,Card,Regular,Emp_6
INV07764,2025-03-30,10:31,Indore,Cake,Snacks,1,35,20,35,15,Card,Regular,Emp_16
INV07765,2025-12-16,12:47,Indore,Ginger Tea,Tea,3,20,10,60,30,Card,Regular,Emp_18
INV07766,2025-02-23,21:50,Mumbai,Lemon Tea,Tea,1,22,11,22,11,UPI,New,Emp_11
INV07767,2025-05-19,18:03,Indore,Cream Roll,Snacks,2,25,12,50,26,Card,Regular,Emp_5
INV07768,2025-10-11,09:07,Pune,Hot Coffee,Coffee,6,40,22,240,108,UPI,Regular,Emp_6
INV07769,2025-08-15,11:57,Pune,Black Tea,Tea,5,18,9,90,45,UPI,Regular,Emp_1
INV07770,2025-04-18,15:38,Pune,Jaggery Tea,Tea,2,25,13,50,24,UPI,Regular,Emp_9
INV07771,2025-05-12,20:21,Indore,Black Tea,Tea,3,18,9,54,27,UPI,Regular,Emp_11
INV07772,2025-05-30,08:23,Indore,Masala Milk,Milk,6,35,20,210,90,Card,Regular,Emp_6
INV07773,2025-06-22,08:49,Indore,Rose Milk,Milk,1,45,28,45,17,UPI,New,Emp_13
INV07774,2025-01-03,16:18,Mumbai,Rose Milk,Milk,4,45,28,180,68,Cash,Regular,Emp_12
INV07775,2025-03-01,17:05,Indore,Cream Roll,Snacks,1,25,12,25,13,Cash,Regular,Emp_11
INV07776,2025-03-01,19:37,Mumbai,Cookies,Snacks,5,20,10,100,50,Cash,Regular,Emp_12
INV07777,2025-06-03,10:22,Nashik,Masala Milk,Milk,2,35,20,70,30,Card,New,Emp_2
INV07778,2025-05-25,15:43,Nashik,Cookies,Snacks,6,20,10,120,60,UPI,Regular,Emp_2
INV07779,2025-02-05,16:10,Pune,Bakarwadi,Snacks,2,30,16,60,28,UPI,New,Emp_2
INV07780,2025-07-04,21:31,Mumbai,Cold Coffee,Coffee,4,60,35,240,100,UPI,New,Emp_19
INV07781,2025-12-05,11:27,Mumbai,Black Tea,Tea,6,18,9,108,54,Cash,Regular,Emp_19
INV07782,2025-05-04,12:05,Mumbai,Rose Milk,Milk,6,45,28,270,102,Card,Regular,Emp_11
INV07783,2025-06-27,08:39,Indore,Regular Tea,Tea,3,15,8,45,21,Card,New,Emp_14
INV07784,2025-03-30,19:59,Indore,Bakarwadi,Snacks,6,30,16,180,84,UPI,New,Emp_1
INV07785,2025-02-21,16:52,Nashik,Cookies,Snacks,2,20,10,40,20,UPI,Regular,Emp_16
INV07786,2025-12-22,17:48,Mumbai,Cream Roll,Snacks,5,25,12,125,65,Cash,Regular,Emp_12
INV07787,2025-07-28,16:42,Nashik,Jaggery Tea,Tea,6,25,13,150,72,UPI,New,Emp_16
INV07788,2025-09-18,17:37,Mumbai,Masala Milk,Milk,6,35,20,210,90,UPI,New,Emp_5
INV07789,2025-07-19,09:01,Pune,Masala Milk,Milk,2,35,20,70,30,UPI,Regular,Emp_8
INV07790,2025-04-16,16:43,Nagpur,Cookies,Snacks,2,20,10,40,20,UPI,New,Emp_20
INV07791,2025-12-11,12:40,Pune,Lemon Tea,Tea,1,22,11,22,11,UPI,Regular,Emp_14
INV07792,2025-11-24,13:25,Nagpur,Cream Roll,Snacks,6,25,12,150,78,UPI,Regular,Emp_15
INV07793,2025-07-28,20:51,Indore,Cookies,Snacks,2,20,10,40,20,UPI,New,Emp_5
INV07794,2025-06-21,19:20,Pune,Lemon Tea,Tea,6,22,11,132,66,UPI,Regular,Emp_2
INV07795,2025-01-25,11:52,Mumbai,Regular Tea,Tea,5,15,8,75,35,UPI,New,Emp_4
INV07796,2025-10-05,08:21,Pune,Rose Milk,Milk,4,45,28,180,68,Card,New,Emp_9
INV07797,2025-02-28,19:43,Mumbai,Cookies,Snacks,3,20,10,60,30,UPI,New,Emp_19
INV07798,2025-02-04,12:00,Nagpur,Black Tea,Tea,4,18,9,72,36,UPI,New,Emp_13
INV07799,2025-11-01,14:58,Nagpur,Bakarwadi,Snacks,6,30,16,180,84,UPI,Regular,Emp_12
INV07800,2025-10-25,19:38,Pune,Cold Coffee,Coffee,2,60,35,120,50,UPI,Regular,Emp_9
INV07801,2025-12-23,16:27,Nashik,Regular Tea,Tea,6,15,8,90,42,UPI,Regular,Emp_1
INV07802,2025-07-29,13:26,Mumbai,Black Tea,Tea,3,18,9,54,27,Cash,New,Emp_15
INV07803,2025-05-11,09:25,Nagpur,Jaggery Tea,Tea,6,25,13,150,72,UPI,New,Emp_8
INV07804,2025-03-07,15:30,Pune,Bakarwadi,Snacks,4,30,16,120,56,Card,Regular,Emp_5
INV07805,2025-02-18,12:17,Nagpur,Cookies,Snacks,6,20,10,120,60,UPI,Regular,Emp_12
INV07806,2025-07-11,18:01,Indore,Regular Tea,Tea,6,15,8,90,42,UPI,New,Emp_3
INV07807,2025-03-27,15:23,Pune,Ginger Tea,Tea,3,20,10,60,30,Card,Regular,Emp_6
INV07808,2025-06-01,19:41,Pune,Hot Coffee,Coffee,3,40,22,120,54,UPI,New,Emp_18
INV07809,2025-04-15,10:21,Indore,Black Tea,Tea,5,18,9,90,45,UPI,Regular,Emp_4
INV07810,2025-10-02,09:53,Indore,Bakarwadi,Snacks,4,30,16,120,56,Card,New,Emp_15
INV07811,2025-10-03,13:35,Nashik,Black Tea,Tea,3,18,9,54,27,UPI,New,Emp_18
INV07812,2025-07-13,19:23,Pune,Cold Coffee,Coffee,3,60,35,180,75,UPI,Regular,Emp_7
INV07813,2025-08-02,14:24,Nashik,Cookies,Snacks,1,20,10,20,10,Cash,New,Emp_11
INV07814,2025-11-23,07:40,Nagpur,Jaggery Tea,Tea,3,25,13,75,36,Card,Regular,Emp_16
INV07815,2025-11-03,09:19,Indore,Cold Coffee,Coffee,6,60,35,360,150,Cash,Regular,Emp_19
INV07816,2025-07-13,13:11,Nashik,Regular Tea,Tea,1,15,8,15,7,Cash,Regular,Emp_16
INV07817,2025-02-10,09:17,Indore,Jaggery Tea,Tea,1,25,13,25,12,UPI,Regular,Emp_18
INV07818,2025-04-09,11:23,Nashik,Black Tea,Tea,3,18,9,54,27,UPI,Regular,Emp_13
INV07819,2025-07-12,10:29,Nagpur,Masala Milk,Milk,6,35,20,210,90,Card,Regular,Emp_6
INV07820,2025-09-23,14:09,Pune,Lemon Tea,Tea,3,22,11,66,33,UPI,Regular,Emp_3
INV07821,2025-04-24,12:06,Indore,Hot Coffee,Coffee,5,40,22,200,90,UPI,New,Emp_16
INV07822,2025-07-31,20:12,Mumbai,Cookies,Snacks,3,20,10,60,30,UPI,Regular,Emp_15
INV07823,2025-08-19,12:22,Nashik,Jaggery Tea,Tea,4,25,13,100,48,Card,Regular,Emp_3
INV07824,2025-07-27,17:34,Pune,Jaggery Tea,Tea,6,25,13,150,72,Cash,New,Emp_6
INV07825,2025-09-11,16:29,Mumbai,Regular Tea,Tea,3,15,8,45,21,UPI,New,Emp_2
INV07826,2025-09-21,18:53,Nagpur,Cake,Snacks,1,35,20,35,15,UPI,New,Emp_1
INV07827,2025-12-11,18:35,Nagpur,Cream Roll,Snacks,1,25,12,25,13,UPI,New,Emp_9
INV07828,2025-06-26,17:21,Pune,Masala Milk,Milk,4,35,20,140,60,UPI,Regular,Emp_4
INV07829,2025-11-24,13:21,Pune,Black Tea,Tea,6,18,9,108,54,UPI,New,Emp_1
INV07830,2025-02-13,13:16,Nashik,Rose Milk,Milk,1,45,28,45,17,UPI,Regular,Emp_15
INV07831,2025-07-01,18:54,Nashik,Regular Tea,Tea,3,15,8,45,21,UPI,New,Emp_18
INV07832,2025-04-21,20:29,Indore,Lemon Tea,Tea,1,22,11,22,11,UPI,New,Emp_14
INV07833,2025-04-10,17:33,Indore,Bakarwadi,Snacks,4,30,16,120,56,UPI,New,Emp_4
INV07834,2025-02-15,13:28,Indore,Bakarwadi,Snacks,4,30,16,120,56,UPI,Regular,Emp_14
INV07835,2025-03-20,12:32,Nashik,Cream Roll,Snacks,4,25,12,100,52,UPI,New,Emp_20
INV07836,2025-05-10,10:36,Nagpur,Regular Tea,Tea,4,15,8,60,28,UPI,New,Emp_1
INV07837,2025-10-09,11:46,Nashik,Jaggery Tea,Tea,6,25,13,150,72,Cash,Regular,Emp_8
INV07838,2025-05-22,20:30,Indore,Masala Milk,Milk,3,35,20,105,45,UPI,New,Emp_9
INV07839,2025-01-18,10:30,Nagpur,Cookies,Snacks,6,20,10,120,60,Cash,Regular,Emp_18
INV07840,2025-03-06,14:27,Pune,Masala Milk,Milk,2,35,20,70,30,Card,Regular,Emp_10
INV07841,2025-11-24,21:16,Pune,Ginger Tea,Tea,4,20,10,80,40,Cash,Regular,Emp_7
INV07842,2025-11-22,13:07,Nashik,Hot Coffee,Coffee,3,40,22,120,54,UPI,Regular,Emp_1
INV07843,2025-09-23,14:49,Mumbai,Bakarwadi,Snacks,3,30,16,90,42,Card,New,Emp_7
INV07844,2025-05-09,20:20,Nagpur,Cake,Snacks,5,35,20,175,75,UPI,New,Emp_2
INV07845,2025-03-06,20:12,Indore,Rose Milk,Milk,2,45,28,90,34,UPI,Regular,Emp_14
INV07846,2025-04-27,19:04,Nashik,Jaggery Tea,Tea,1,25,13,25,12,UPI,New,Emp_2
INV07847,2025-01-29,20:48,Nagpur,Rose Milk,Milk,3,45,28,135,51,UPI,Regular,Emp_15
INV07848,2025-01-28,15:55,Nagpur,Bakarwadi,Snacks,5,30,16,150,70,Card,New,Emp_20
INV07849,2025-01-13,13:44,Nashik,Black Tea,Tea,2,18,9,36,18,UPI,Regular,Emp_7
INV07850,2025-10-10,18:58,Indore,Cookies,Snacks,6,20,10,120,60,Cash,Regular,Emp_1
INV07851,2025-04-21,20:42,Mumbai,Regular Tea,Tea,5,15,8,75,35,Card,Regular,Emp_1
INV07852,2025-08-15,17:35,Nashik,Lemon Tea,Tea,1,22,11,22,11,Cash,Regular,Emp_13
INV07853,2025-10-15,14:54,Pune,Regular Tea,Tea,6,15,8,90,42,UPI,Regular,Emp_17
INV07854,2025-03-23,09:08,Pune,Cream Roll,Snacks,2,25,12,50,26,UPI,New,Emp_19
INV07855,2025-08-09,15:15,Indore,Lemon Tea,Tea,1,22,11,22,11,UPI,Regular,Emp_3
INV07856,2025-03-13,18:02,Indore,Regular Tea,Tea,3,15,8,45,21,Card,Regular,Emp_16
INV07857,2025-06-08,08:35,Nashik,Masala Milk,Milk,4,35,20,140,60,Cash,Regular,Emp_9
INV07858,2025-04-29,16:17,Nagpur,Ginger Tea,Tea,4,20,10,80,40,UPI,Regular,Emp_2
INV07859,2025-09-14,11:29,Mumbai,Cookies,Snacks,4,20,10,80,40,Cash,Regular,Emp_13
INV07860,2025-10-02,20:12,Nagpur,Regular Tea,Tea,6,15,8,90,42,Cash,New,Emp_13
INV07861,2025-02-19,20:45,Mumbai,Hot Coffee,Coffee,5,40,22,200,90,UPI,New,Emp_12
INV07862,2025-05-05,21:24,Nashik,Masala Milk,Milk,4,35,20,140,60,Cash,Regular,Emp_20
INV07863,2025-06-30,07:11,Indore,Hot Coffee,Coffee,5,40,22,200,90,Card,Regular,Emp_13
INV07864,2025-06-21,17:43,Pune,Lemon Tea,Tea,6,22,11,132,66,UPI,Regular,Emp_5
INV07865,2025-02-20,20:23,Pune,Hot Coffee,Coffee,5,40,22,200,90,Cash,Regular,Emp_17
INV07866,2025-06-06,12:14,Mumbai,Cream Roll,Snacks,1,25,12,25,13,UPI,Regular,Emp_16
INV07867,2025-08-28,21:16,Nagpur,Cream Roll,Snacks,1,25,12,25,13,Card,Regular,Emp_18
INV07868,2025-10-08,19:30,Nashik,Jaggery Tea,Tea,2,25,13,50,24,UPI,New,Emp_7
INV07869,2025-11-28,09:26,Nagpur,Rose Milk,Milk,6,45,28,270,102,Cash,New,Emp_1
INV07870,2025-07-29,09:14,Mumbai,Masala Milk,Milk,4,35,20,140,60,Cash,Regular,Emp_20
INV07871,2025-09-12,19:50,Indore,Masala Milk,Milk,3,35,20,105,45,Cash,Regular,Emp_11
INV07872,2025-02-05,11:39,Nagpur,Bakarwadi,Snacks,3,30,16,90,42,UPI,New,Emp_20
INV07873,2025-03-17,21:16,Nagpur,Cold Coffee,Coffee,6,60,35,360,150,Card,Regular,Emp_19
INV07874,2025-10-20,08:44,Nagpur,Rose Milk,Milk,2,45,28,90,34,UPI,Regular,Emp_4
INV07875,2025-03-29,10:53,Pune,Rose Milk,Milk,2,45,28,90,34,UPI,Regular,Emp_3
INV07876,2025-08-30,19:46,Indore,Cold Coffee,Coffee,3,60,35,180,75,UPI,New,Emp_14
INV07877,2025-03-27,21:38,Mumbai,Cold Coffee,Coffee,1,60,35,60,25,UPI,Regular,Emp_10
INV07878,2025-10-18,07:56,Mumbai,Rose Milk,Milk,1,45,28,45,17,UPI,New,Emp_10
INV07879,2025-10-23,17:46,Indore,Cream Roll,Snacks,5,25,12,125,65,UPI,Regular,Emp_7
INV07880,2025-12-23,12:24,Pune,Ginger Tea,Tea,2,20,10,40,20,UPI,Regular,Emp_12
INV07881,2025-01-20,17:52,Indore,Cake,Snacks,2,35,20,70,30,UPI,Regular,Emp_10
INV07882,2025-10-21,10:18,Indore,Rose Milk,Milk,4,45,28,180,68,Cash,Regular,Emp_7
INV07883,2025-04-06,15:12,Nagpur,Cold Coffee,Coffee,3,60,35,180,75,UPI,New,Emp_10
INV07884,2025-06-27,19:48,Pune,Regular Tea,Tea,5,15,8,75,35,UPI,New,Emp_10
INV07885,2025-08-23,12:10,Mumbai,Masala Milk,Milk,1,35,20,35,15,UPI,Regular,Emp_19
INV07886,2025-10-20,16:54,Indore,Cream Roll,Snacks,6,25,12,150,78,UPI,New,Emp_9
INV07887,2025-12-17,08:35,Mumbai,Rose Milk,Milk,1,45,28,45,17,UPI,Regular,Emp_3
INV07888,2025-02-01,21:57,Nashik,Cold Coffee,Coffee,3,60,35,180,75,UPI,Regular,Emp_14
INV07889,2025-10-14,18:40,Mumbai,Ginger Tea,Tea,5,20,10,100,50,UPI,New,Emp_18
INV07890,2025-05-05,21:28,Indore,Cream Roll,Snacks,3,25,12,75,39,UPI,New,Emp_3
INV07891,2025-06-09,20:42,Mumbai,Rose Milk,Milk,6,45,28,270,102,UPI,New,Emp_10
INV07892,2025-05-28,07:58,Pune,Hot Coffee,Coffee,6,40,22,240,108,Cash,Regular,Emp_20
INV07893,2025-07-20,17:35,Nashik,Jaggery Tea,Tea,4,25,13,100,48,Card,New,Emp_10
INV07894,2025-01-13,17:24,Indore,Bakarwadi,Snacks,4,30,16,120,56,UPI,Regular,Emp_9
INV07895,2025-03-20,11:21,Nagpur,Jaggery Tea,Tea,3,25,13,75,36,UPI,New,Emp_11
INV07896,2025-05-11,13:42,Mumbai,Bakarwadi,Snacks,6,30,16,180,84,UPI,Regular,Emp_17
INV07897,2025-11-06,07:28,Pune,Hot Coffee,Coffee,4,40,22,160,72,UPI,New,Emp_9
INV07898,2025-10-31,18:12,Indore,Lemon Tea,Tea,5,22,11,110,55,Card,Regular,Emp_4
INV07899,2025-07-30,18:59,Mumbai,Ginger Tea,Tea,3,20,10,60,30,UPI,Regular,Emp_2
INV07900,2025-03-19,17:52,Nagpur,Jaggery Tea,Tea,2,25,13,50,24,UPI,Regular,Emp_18
INV07901,2025-06-02,13:37,Nashik,Black Tea,Tea,4,18,9,72,36,UPI,Regular,Emp_17
INV07902,2025-11-16,15:19,Nashik,Ginger Tea,Tea,3,20,10,60,30,UPI,Regular,Emp_5
INV07903,2025-08-26,10:53,Mumbai,Cake,Snacks,5,35,20,175,75,UPI,Regular,Emp_19
INV07904,2025-05-05,13:44,Nagpur,Jaggery Tea,Tea,5,25,13,125,60,UPI,Regular,Emp_10
INV07905,2025-04-16,17:29,Nagpur,Ginger Tea,Tea,5,20,10,100,50,Cash,Regular,Emp_12
INV07906,2025-08-12,16:24,Pune,Rose Milk,Milk,5,45,28,225,85,Cash,Regular,Emp_13
INV07907,2025-04-04,11:43,Nagpur,Cookies,Snacks,4,20,10,80,40,Card,New,Emp_16
INV07908,2025-11-01,14:21,Indore,Cream Roll,Snacks,2,25,12,50,26,Cash,Regular,Emp_5
INV07909,2025-05-25,20:11,Mumbai,Rose Milk,Milk,2,45,28,90,34,UPI,New,Emp_11
INV07910,2025-09-26,14:26,Indore,Ginger Tea,Tea,6,20,10,120,60,Cash,New,Emp_17
INV07911,2025-07-21,20:13,Nashik,Ginger Tea,Tea,4,20,10,80,40,Cash,Regular,Emp_5
INV07912,2025-03-08,12:03,Indore,Jaggery Tea,Tea,6,25,13,150,72,Cash,Regular,Emp_17
INV07913,2025-03-31,20:02,Indore,Black Tea,Tea,1,18,9,18,9,Card,Regular,Emp_8
INV07914,2025-09-21,08:21,Pune,Ginger Tea,Tea,1,20,10,20,10,UPI,New,Emp_7
INV07915,2025-11-06,07:33,Nagpur,Rose Milk,Milk,1,45,28,45,17,Cash,Regular,Emp_1
INV07916,2025-08-21,20:26,Indore,Masala Milk,Milk,6,35,20,210,90,UPI,New,Emp_10
INV07917,2025-08-30,07:36,Mumbai,Cream Roll,Snacks,5,25,12,125,65,Card,Regular,Emp_10
INV07918,2025-12-30,21:00,Pune,Cookies,Snacks,5,20,10,100,50,UPI,New,Emp_1
INV07919,2025-06-16,11:40,Indore,Regular Tea,Tea,3,15,8,45,21,UPI,Regular,Emp_8
INV07920,2025-09-02,21:51,Nagpur,Cream Roll,Snacks,3,25,12,75,39,Card,Regular,Emp_20
INV07921,2025-11-30,07:40,Pune,Bakarwadi,Snacks,1,30,16,30,14,UPI,Regular,Emp_12
INV07922,2025-04-17,18:16,Indore,Black Tea,Tea,1,18,9,18,9,Cash,Regular,Emp_6
INV07923,2025-08-02,17:40,Mumbai,Cold Coffee,Coffee,3,60,35,180,75,UPI,New,Emp_19
INV07924,2025-07-25,17:41,Nagpur,Hot Coffee,Coffee,1,40,22,40,18,Cash,New,Emp_11
INV07925,2025-06-23,12:17,Pune,Black Tea,Tea,4,18,9,72,36,UPI,Regular,Emp_2
INV07926,2025-03-25,07:56,Pune,Black Tea,Tea,2,18,9,36,18,Cash,Regular,Emp_10
INV07927,2025-07-15,17:12,Nashik,Bakarwadi,Snacks,2,30,16,60,28,Cash,Regular,Emp_10
INV07928,2025-05-24,10:38,Indore,Lemon Tea,Tea,4,22,11,88,44,UPI,Regular,Emp_18
INV07929,2025-05-26,17:19,Nashik,Jaggery Tea,Tea,5,25,13,125,60,UPI,New,Emp_7
INV07930,2025-03-12,10:00,Pune,Jaggery Tea,Tea,4,25,13,100,48,UPI,New,Emp_9
INV07931,2025-07-05,10:07,Nagpur,Hot Coffee,Coffee,2,40,22,80,36,UPI,New,Emp_14
INV07932,2025-11-02,13:21,Nashik,Bakarwadi,Snacks,4,30,16,120,56,Cash,Regular,Emp_14
INV07933,2025-08-23,20:26,Nagpur,Black Tea,Tea,5,18,9,90,45,UPI,Regular,Emp_15
INV07934,2025-12-06,17:55,Nashik,Regular Tea,Tea,5,15,8,75,35,Card,New,Emp_1
INV07935,2025-05-18,20:18,Mumbai,Regular Tea,Tea,5,15,8,75,35,UPI,New,Emp_15
INV07936,2025-06-17,15:08,Nashik,Rose Milk,Milk,3,45,28,135,51,UPI,Regular,Emp_10
INV07937,2025-06-28,10:59,Mumbai,Lemon Tea,Tea,5,22,11,110,55,Card,Regular,Emp_3
INV07938,2025-06-02,18:57,Nagpur,Cookies,Snacks,1,20,10,20,10,UPI,New,Emp_9
INV07939,2025-01-11,18:56,Nashik,Ginger Tea,Tea,4,20,10,80,40,UPI,New,Emp_7
INV07940,2025-01-26,20:32,Indore,Bakarwadi,Snacks,4,30,16,120,56,Cash,Regular,Emp_19
INV07941,2025-04-25,14:26,Mumbai,Regular Tea,Tea,5,15,8,75,35,UPI,Regular,Emp_2
